	description	C(Status)_p	C(Status)_q	EVR	Status_fc	_GSM545818_H_0	_GSM545819_H_0	_GSM545820_H_0	_GSM545821_H_0	_GSM545822_H_0	_GSM545823_H_0	_GSM545824_H_0	_GSM545825_H_0	_GSM545826_H_0	_GSM545827_H_0	_GSM545828_H_0	_GSM545829_H_0	_GSM545830_H_0	_GSM545831_H_0	_GSM545832_H_0	_GSM545833_M_0	_GSM545834_M_0	_GSM545835_M_0	_GSM545836_M_0	_GSM545837_M_0	_GSM545838_M_0	_GSM545839_M_0	_GSM545840_M_0	_GSM545841_M_0	_GSM545842_M_0	_GSM545843_M_0	_GSM545844_M_0	_GSM545845_M_0	_GSM545846_M_0
R-HSA-5687868	Defective SFTPA2 causes idiopathic pulmonary fibrosis (IPF),1	0.5737181552849776	0.16199846687927918	1.0	-0.09578336660140697	4.24031432933371	3.6205864104518777	4.270528942380718	4.6780719051126365	3.7865963618908065	3.6553518286125533	3.8972404255748	3.4982508675278257	3.137503523749935	4.329123596291566	4.137503523749935	3.981852653289741	4.2016338611696495	3.7441610955704094	3.6205864104518777	3.405992359675837	3.472487771462744	3.8073549220576037	4.392317422778762	3.82781902461732	3.700439718141092	4.19377174339668	4.0	3.596935142387232	3.6780719051126383	3.7333543406138263	4.343407822297814	3.82781902461732	3.857980995127572
R-HSA-9006921	Integrin signaling,23	0.8398312478139894	0.2203500617995225	0.37620425878020225	0.12399883466113848	1.1891250336905976	-1.9414610829974963	-1.1087571983091022	0.46755908776981153	-2.5335067396690087	0.9751226470345516	-0.03847693685899672	0.3026232083720296	-1.3845558333430432	0.1391910726062034	0.18054669749921226	0.5325326727052088	1.3444449176171456	0.760179055915147	0.4948831106796395	0.1870730079210236	0.7516686690970132	-0.4121266390442336	0.8233315463858799	0.6205217145815035	-1.1118836692327227	-2.0282174973404414	0.6267862226153632	0.12467701429697078	-2.1618870901206466	1.0874054169124647	1.3071023189807824	0.21029169527986832	0.5958075769553121
R-HSA-8939245	RUNX1 regulates transcription of genes involved in BCR signaling,5	0.00011136667025814143	6.220585480359414e-05	0.9366558760521327	-1.6110289251914207	0.06500813069689697	3.079611171901997	1.3944488649306381	1.035518038501583	-0.5681398674381753	-1.3624860499128866	0.47483695175149	-0.6751780527986353	0.7801008103944079	2.331092247704013	0.4808474559861864	1.0062158298062116	2.303749558858438	0.7554181948636705	0.35231838218837663	-0.6264537826905048	-2.0311761482774933	-0.6067024378511887	-1.64467992647139	-0.4378640224671553	-1.1070443549472666	-1.1713867638628372	-1.032872048880474	-0.6871321647959435	-0.16375257901535167	-0.1125872659716538	-0.17234891050158146	-0.6510176878497811	-1.0083435738515811
R-HSA-442742	CREB phosphorylation through the activation of Ras,24	3.3939728161571925e-06	2.5758834056002406e-06	0.42983816651748435	-1.3014646385679725	0.563450596506648	1.332868936929825	0.8905620542298808	1.1650676797012354	1.0587588050934833	0.33843188998129986	-0.10032886488745237	0.2765207927967261	0.6126214498242347	0.5887461396141372	0.38190467865830435	0.6166967693473104	0.9026575287313866	0.2396406737954248	0.4853066793067815	-1.1662737311090376	-0.4771225520758533	-0.4320505395739793	-0.5543136525396163	-1.6034876761331707	-1.6872191164020447	-0.05093099083389297	-1.4751635576094602	-1.0792961815546667	0.5023265930428907	0.4332978314564669	-1.0910402361715483	0.40039204106818355	-1.072024041193536
R-HSA-5619040	Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1),1	0.11501017037992174	0.03974266197428067	1.0	-0.0626993100372526	3.292781749227846	3.1538053360790355	3.169925001442312	3.1538053360790355	3.137503523749935	3.169925001442312	3.137503523749935	3.3219280948873617	3.169925001442312	3.277984747299765	3.1538053360790355	3.1538053360790355	3.2016338611696504	3.277984747299765	3.2172307162206693	3.2016338611696504	3.070389327891398	3.2016338611696504	3.2479275134435857	3.1538053360790355	2.700439718141092	3.104336659814736	3.277984747299765	3.137503523749935	3.2016338611696504	3.169925001442312	3.169925001442312	3.169925001442312	3.0874628412503395
R-HSA-189451	Heme biosynthesis,10	4.020169689250392e-06	3.0002882959434167e-06	0.939530417364303	3.742141598346969	-0.1845907932659448	-1.8463964428271025	-1.741964820797079	-2.362231406404961	-1.9973374198804092	-2.0444716484317693	-2.2087691501316375	-2.1175840316906993	-1.974465419769826	-2.188758938658409	0.5851155752165863	-2.7539195386424153	-2.003541638155008	-1.989167163888558	-2.733816702203074	2.5993559464855043	2.551235241642129	1.601470869540887	3.299263503568278	2.374058200096925	8.101907542833638	1.9201683406475647	2.867924327915104	3.3753490762719767	-1.97643397023859	1.1622186348583494	1.0828109786927673	-0.7480368821387409	-0.6493922706454786
R-HSA-211897	Cytochrome P450 - arranged by substrate type,52	7.624836724884114e-05	4.354036088056435e-05	0.26994812987589517	-1.0923991500695942	-0.828563837325105	2.0650388051429145	1.1598534255855646	0.1038473251593973	0.8069653213154672	0.3337044827843532	0.8604784859108163	0.3226593345796892	0.31891718355773435	0.699269972488347	0.79824532134836	-0.09857976029785401	0.5392482028726142	0.4558989417778011	0.21962169117422992	-0.8310341532763736	-0.7181664213850691	-0.9414260536692814	-2.072301739097716	-0.6669629417711065	-0.5174984020144449	0.23949532883012886	-0.7435076736948459	-0.2165085318048221	0.16113136572434067	0.16509021461161671	-0.32299943129069414	-0.3313624323047527	-0.9605540249312817
R-HSA-449147	Signaling by Interleukins,391	8.99605363656545e-10	5.3710676955030275e-09	0.3156723071713969	6.904527195287593	-4.856454050574407	-1.4610445300284458	-0.5480602031946027	-4.0767283263802225	-3.273116598629391	-3.1557967882519007	-2.8640937502430113	-2.9034163111506506	-3.080469146467064	-5.526529219603517	-4.198766509814844	-3.371794891371379	-2.826950069287574	-3.74284660690815	-4.891246730215917	4.901260683465194	6.078776235926463	3.911318286336509	4.1968311969944665	6.860312866506473	7.867093881391401	2.7404850766976048	5.716245156566957	4.534688781133508	-0.4622570262991901	-0.3787022955668987	2.326088784103689	-0.03601393798279325	2.521186042847756
R-HSA-162582	Signal Transduction,1941	2.984036801287079e-09	1.105827210216423e-08	0.2654775611376985	12.337617114507038	-8.261216730831775	-6.212401755540293	-3.341683041195955	-6.805762177631344	-5.580647397476353	-5.610096155554172	-6.694487708718605	-5.320065378166266	-6.619723558181405	-8.019114802358537	-6.38609898784854	-4.300619548934425	-4.298691402141232	-4.530278916069694	-8.764864481801315	8.578134047488764	11.150148939828387	6.537482100762538	8.23881586804702	12.467952474090369	13.691906380441031	4.606719957060767	11.560175129415132	8.845438520349996	-3.433477917543258	-2.1617108530435916	5.542309980025433	-0.6540359922159578	5.775893407743292
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases,392	9.184419001742333e-09	2.3290791223786134e-08	0.30816147582270687	6.055423255553434	-3.4751819514261713	-4.16541703530773	-1.7816899152987613	-3.2374797417951724	-3.1091824147833846	-2.370431026232205	-3.5881563736771453	-2.3927676798155173	-3.501121057612073	-3.8918548671432784	-2.870680230959287	-1.7177105608641121	-2.6765975553314663	-1.719422763213627	-3.780539230828159	4.602889271845917	6.0127622300308285	3.192551761053305	3.465221684951611	6.624049348796601	6.648109351202019	1.9024919209038686	5.895900770550125	4.127516921849318	-1.711933987452321	-1.036068878108707	2.6909035442143474	-0.5770640182726409	2.44090248272384
R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell,12	0.011742316507586763	0.004921400611968449	0.28298972195446803	-0.3434271067075301	-0.023889142193420605	0.2879258309671621	-0.01101681723711988	0.09244576383543197	0.16254220519348167	0.08176076553009515	0.02634630897812887	0.18090553194056774	0.1574439157748516	0.32831684826551394	-0.028881220861936417	0.2699171208866436	0.46981973026385776	0.2942534176319484	0.2321989759550906	0.44974121148771806	-0.0774617366694963	-0.3078423842136376	-0.6511695138497593	-0.39772070310214924	-1.1105265968106195	-0.397737863182421	-0.2596659952686921	-0.47789242415276934	0.5812259186508179	0.21305571302794235	-0.32742249732968925	0.5087668678975465	-0.2654392314150595
R-HSA-6809583	Retinoid metabolism disease events,1	0.08774100856238218	0.03118185376577405	1.0	-0.08038925973097946	2.560714954474479	2.5849625007211556	2.6322682154995127	2.8678964639926545	3.104336659814736	2.700439718141092	2.560714954474479	2.560714954474479	2.5849625007211556	2.5849625007211556	2.807354922057604	2.700439718141092	2.5849625007211556	2.8479969065549504	2.655351828612554	2.5849625007211556	2.655351828612554	2.608809242675524	2.608809242675524	2.5360529002402097	2.765534746362977	2.608809242675524	2.6322682154995127	2.560714954474479	2.608809242675524	2.5849625007211556	2.5849625007211556	2.6322682154995127	2.5849625007211556
R-HSA-381042	PERK regulates gene expression,27	3.9217945192496514e-07	4.044810795594361e-07	0.7249422010380376	3.0054239122763895	-2.953992196978566	1.4012891606167215	1.6565746426538084	-1.0613570169750401	-1.8844807125947785	-1.7799704622496209	-0.17603132157159557	-1.1733050984652464	-0.9239890077225307	-3.581324084633721	-2.698933598824681	-2.083386325637964	-1.0886753143384826	-2.9303517347565022	-3.5200686289130783	2.2346816475416817	2.0266748126992136	3.533292423023031	1.0577198205296734	2.409884302322794	2.136382225232997	0.749743034035791	1.4959796492745734	2.037695635532196	0.7496500379876071	1.0357091751851324	1.3433859337131788	0.851689023406744	1.1355139799066327
R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling ,88	9.209691704254526e-09	2.3290791223786134e-08	0.2876125894812162	2.539720654076374	-1.8213080722863435	0.014341458786776347	0.09598790003848508	-1.4934886594217462	-1.370758494673572	-1.0934420028463583	-0.8037402802117751	-0.909633558121774	-0.7936916907198399	-1.4921538320619687	-2.2462061002372593	-1.4773630072781847	-1.559504818358196	-1.8881077878377073	-1.8779512666102327	1.8526264186484018	2.6441754839632106	2.3563005464315365	2.439031140645602	2.1231781541387087	2.0511223405751533	1.3462569263205395	2.029220520553021	1.1288349303836094	0.3257958558946178	-0.25901592091245995	0.31435153774664715	-0.04982609694409231	0.4149683743952597
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC,21	3.454490603827554e-06	2.61442848392845e-06	0.32413551608726676	1.325950738845098	-0.6887207404598216	0.7905730074851441	-0.40826905821775944	-1.6938611223227762	-0.2609206837321831	-1.1661126702187188	-0.28465026516263153	-0.7567599279595286	-0.5384978919683743	-0.5321334595427896	-1.238769172574571	-0.40127394145150064	-0.9143535489140716	-0.4625433934666403	-1.4507246068188924	0.4287637627778397	0.4810616014002702	1.343707136242889	1.0642948203734168	1.427284024589359	1.5666009178254003	0.9365503281239722	0.44947588988852927	1.738116686334796	-0.7543878226175565	-0.031614453040661177	0.6535301375773768	0.20496978433673993	0.49866466151275374
R-HSA-446652	Interleukin-1 family signaling,117	1.8178238300253794e-07	2.1950422341875135e-07	0.2740794633160631	-2.600023714370155	0.9296331854417331	2.955659195037066	1.6839100253356154	1.09168045302906	1.4870629508569426	1.0310586967110456	0.8443563122690033	0.22519005647227022	0.36273930059313486	1.1657389068168353	2.0104604451111703	0.849761123419465	2.2552344277982708	0.4479071943782888	1.7195474546425724	-2.3976288309375864	-1.2180461596516676	-1.6884866524567819	-0.3989759256760996	-2.8703856451583367	-1.351365230332873	-0.3274329482240552	-3.6702138277489675	-2.6047709031412647	0.4490026461895224	0.16038708898211004	-1.7206732408297762	0.0625125791862162	-1.4838626781129278
R-HSA-71384	Ethanol oxidation,6	0.002452296731842171	0.001151855749256071	0.6545952980073738	-0.7638967440878787	0.15301713513456536	0.846229424143906	0.5486422055348128	-0.5812209942918777	0.4753043028263437	0.23823332079740828	0.30137172468265017	0.536118894598667	0.3755092292454491	-0.4591906588856261	0.8984383140944947	0.09811575215631559	1.2938683879155009	-0.11368206860665656	1.4730444785385173	-0.3255328400991055	-1.9000810571508755	-0.2741152873531214	-2.144613327466845	-0.08141632336840748	-0.174898009046572	0.20067692458255967	-1.1834661594251623	-0.28682266621432384	0.5541903501732517	0.10217342649133479	-0.11002354503418117	-0.12175318474820379	-0.3381177492247707
R-HSA-8963899	Plasma lipoprotein remodeling,27	0.008674902540498998	0.0037350904084256977	0.2678728742371898	-0.525327532616085	0.09334061089696527	-0.03285484209803428	0.08452253327308741	0.5933967818963836	0.3924233752684765	0.26845756607750604	0.5260234284960632	-0.6422427100836509	-0.8120297339790817	0.38852384278308577	0.4452725248187711	1.4723967202459445	0.020138748839486145	0.6356862044321212	0.48847535489101335	0.009683152169187796	-0.080530385469689	-1.4033388171729047	-0.8562493292682274	-0.3107844950077597	-0.9275863794109722	-0.2573400137414788	-0.32151888157747827	0.45160830317504314	0.11200194758405801	0.13708031322565634	-0.2643924442316797	-0.017549703980519225	-0.19261367205136137
R-HSA-194441	Metabolism of non-coding RNA,44	1.7604042567513583e-07	2.149863235694058e-07	0.34626118128636485	1.5182357601514824	-0.991409771051207	-0.8217248669258892	-0.47697456905303987	-1.0783463639388073	-0.830758850459883	-0.709127810472764	-0.14493085550773527	-0.3379177026180771	-0.6080316444243022	-0.803098147735559	-0.8321728774731949	-0.29478874356747825	-1.2803535420043917	-0.7041601095066787	-1.4277089326427166	1.1569365365122748	1.0406149184433258	0.4205331707664853	1.465323124459561	1.663773798781823	1.1974562771577046	0.5524450070439486	2.108380111411301	1.1418431649723337	-0.3876888144737053	-0.3441892320724644	0.9084843753279424	-0.5446369125534569	0.9622292616046533
R-HSA-3304349	Loss of Function of SMAD2/3 in Cancer,6	3.7969995092755624e-08	6.755923099603232e-08	0.6852827882178535	-1.6647609036453084	1.6353878251820917	0.5617570943959463	0.3032264333468395	0.6819961511155768	0.8266588027644922	0.8811445973504253	0.8456716967747142	0.6562531000551969	1.2619520976471323	0.8135705284815994	0.9201004277298291	0.9575214013194079	-0.42183569831543605	1.1935483108632294	1.0727471136123237	-0.36742099154711727	-1.3338603477449624	-0.34864916437362514	-2.3219133841085493	-0.8212183104847355	-1.467365436247836	-0.9528456530591519	-0.9427087009716243	-1.1644947915492618	0.32936513804920786	0.14843984073026908	-0.6999405018798495	-0.5314780644822344	-1.7156095146539179
R-HSA-5687583	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM),1	0.04471730980958041	0.016877855546344654	1.0	0.08756176830026484	2.925999418556223	2.925999418556223	2.9448584458075384	2.925999418556223	2.9068905956085187	3.070389327891398	2.9068905956085187	2.963474123974886	2.9068905956085187	2.963474123974886	2.9068905956085187	2.9068905956085187	3.104336659814736	2.9448584458075384	2.925999418556223	3.292781749227846	2.9818526532897405	3.4195388915137843	3.137503523749935	2.9448584458075384	3.0531113364595623	3.035623909730721	2.963474123974886	2.8479969065549504	3.0179219079972617	2.9448584458075384	2.963474123974886	2.9818526532897405	2.9448584458075384
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,7	1.242845687279193e-06	1.046761233657363e-06	0.4335149811128708	0.6631441746655368	-0.24485983619811205	-0.5876038450608962	-0.24934480657780683	-0.43875089284864627	-0.3970177241663882	-0.1466140939417676	-0.2040753811167192	-0.10765818904895066	-0.18805767543159496	-0.1671498619855038	-0.35487464992949314	-0.30025686196807017	-0.6599325251266583	-0.3606989321725567	-0.4702278941711287	0.4838310831957766	0.3214259662042217	0.7030328445192157	0.441357073341481	0.7220155758059188	1.0681320685249112	0.598181653413701	0.5226771809481067	0.35000172525451406	-0.006195279746644848	-0.2954156287362728	0.21847921479591567	-0.23273322595863358	-0.017667081817891745
R-HSA-114508	Effects of PIP2 hydrolysis,26	0.0001460856686081588	8.042830095812593e-05	0.3429401071031945	-1.1963071691959097	0.3881018473611066	2.1916788662354305	0.9691932790402539	0.4719987677867311	1.5116492740843546	0.2032213114836828	0.4440708666881981	0.21664303607422045	1.2418577623436293	0.36696193498659757	1.077067004602722	-0.5827634575530678	-0.11583876052233565	-0.5072746805889334	0.9951662646976434	-1.2246455401605842	-1.2061884127643916	-0.8461043085462107	-0.7475542726738508	-1.1556322518402924	-0.06975110009535432	0.5138047124965943	-1.7701040534332115	-0.9252704367436501	1.061454534762896	-0.27295476144460534	-0.8972654686996286	-0.4699844818022381	-0.8615374757757174
R-HSA-195258	RHO GTPase Effectors,226	5.437841579749056e-08	8.929584456566407e-08	0.27406955732606975	4.7481526797044245	-2.2403709804396015	-3.8287345791742835	-2.36512676648066	-2.393733648901079	-3.4999447964039234	-2.0270607478155602	-2.429606514032243	-2.0464562483806774	-3.2216693155158915	-2.5782263862959347	-2.347276346596286	-0.5134838937108714	-0.7779363521329097	-1.5656945939552929	-2.8034951761914906	3.149109818366568	2.7591795179461593	4.037195216971358	2.031698404558429	6.392470383024867	3.520806630749161	1.7410576896317091	4.171907144690235	4.015226914616716	-2.5968069097632336	-0.6866190855564387	3.6471297468179444	-0.2356793402571499	2.6921402142303825
R-HSA-5357905	Regulation of TNFR1 signaling,25	1.474208993654984e-06	1.2149616229476136e-06	0.5155598575758698	-1.8329382078302887	0.4335684810160372	1.3643332519973204	0.9267910993534716	0.7095013655918072	0.7845012077270979	0.8225717836396139	0.9873380227267898	0.879433276179979	0.922294944584644	0.9439942472540722	0.9525034520874994	0.6854926181430615	1.0664538318189871	0.6663216089152806	1.3709365275527927	-1.516349961837381	-0.8898530089859124	-0.8103273715545434	-0.5611029813645668	-2.0272252501899355	-1.8588222181645808	0.47770796701408114	-2.277382945789629	-2.3616309195190306	0.9250183715752708	0.462310554761496	-1.5408123438815653	0.4628976971780346	-2.000463307830259
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF,36	0.00297632740906667	0.0013775252985385312	0.3469149467992635	1.3288380994474516	0.2753600818991358	-2.852582828167871	-1.2791221169040385	-0.16675786287809238	-2.626085637636297	0.3260036122230126	-0.9319611326084352	-0.08475592517706222	-1.8047250852885504	-0.6383270770560328	-0.3129866169593235	0.11430261784797571	0.5954232185020097	0.3184996936610128	-0.46830327517917847	0.7766090825754929	1.7802958068856614	0.7976907842412885	1.1326742558407046	1.284505024040342	0.3520929682057043	-1.0260846078564427	1.706462972891805	1.078249860812601	-2.14225058791286	0.8302419129278165	1.8262574500611293	0.1742160173597153	0.9650573936487767
R-HSA-877312	Regulation of IFNG signaling,13	0.00021383519077561425	0.00011501772935854406	0.4517414129966165	1.3015107823391268	-0.9436346158487128	-0.4743639174213856	0.539822644959084	-1.9079180456061193	-0.890180716765709	-0.7915437561976504	-0.415156965502981	-0.529736455696138	-1.1997017017321747	-0.4668356356613795	-0.4871693673716626	-1.675404365742569	-0.13337374024132076	0.38911689966404905	-0.2489914744183813	1.2118870293460735	2.1698422120718845	-0.26645092241851814	1.2519330514162912	2.231869479015449	1.3135639341130905	-0.13583831932259338	1.3168526060547405	0.845512738921529	0.1287810776058971	-0.27490761625321536	-0.0023499070269082187	-0.5027379941450769	-0.05288615579556768
R-HSA-190370	FGFR1b ligand binding and activation,6	0.4750587745939191	0.13813269234101677	0.7062060288160243	-0.019093686787126897	-0.23700948099271132	-0.06575747558660093	-0.04965108783328493	-0.0888107694341359	0.5616231978610058	0.07088718912961642	0.2033961008169726	-0.07118045995401442	-0.04521665138246366	-0.027543780535169593	-0.11407162333357407	-0.10161047624605896	-0.0827027203227663	-0.062448837032800006	0.4875053647117916	-0.06586329331814249	-0.07467209371147114	0.28448286389185445	0.07287736847622638	-0.043288963474077374	0.149343081829663	-0.009086123213872624	-0.04318314574253582	-0.42899867744699843	-0.00557466534199239	-0.07233123540889161	-0.020688972055405916	-0.07107464222247287	-0.0493499921276878
R-HSA-5603029	IkBA variant leads to EDA-ID,5	5.643368296946712e-05	3.314121296113888e-05	0.6337932683164762	-0.8716498205890867	0.32249543491238053	-0.25640245224121505	0.40618849340188473	0.516889104653983	0.6458332232898505	0.3449784873464775	0.6118394309489739	0.5410074413239587	0.9366905522106208	0.06264449814547067	0.379100116549341	0.4851321960734954	0.9760527812423649	0.17805364188962633	-0.09790841124721994	-0.7891008676964252	-1.3952918830297902	-0.7911991761729111	-1.5801713730829174	-0.4497654260300223	-0.0011412248780147234	-0.8066118538822211	-0.06832596042009226	0.17893215933421197	-0.5993898944374253	-0.02896317552576352	-0.011480622059380753	0.23765561700761542	0.052259142373064775
